title,date_time,content,label,state,location
"
                                    Guru Randhawa admitted to hospital after serious injuries, singer says his spirit remains unbroken ",2025-02-23T14:40:53+05:30,"Famous Punjabi singer-turned-actor Guru Randhawa has been admitted to the hospital, he has given this news by posting a picture from the hospital bed on social media. After seeing this picture, the concern of his fans has increased. On Sunday, February 23, the singer gave a health update by sharing his latest shocking photo from the hospital. He revealed that he got injured while shooting an action scene for the film 'Shockey Sardar' and after that, he had to be admitted to the hospital.
Guru Randhawa shares a picture from the hospital bed
Guru Randhawa was recently shooting for his Punjabi film 'Shoonki Sardar', which also stars Babbu Maan, Nimrit Kaur Ahluwalia and Guggu Gill. However, he got injured while performing an action sequence. On Instagram, Randhawa has shared a picture from the hospital with his painful experience, in which he has told the fans about his injury. Guru wrote, 'My first stunt, my first injury, but my spirits are intact. Got a memory from the set of the film Shoonki Sardar. It is very difficult ... but will work hard for my audience.' In the photo, the singer was seen lying on the hospital bed, smiling for the camera despite being in pain, while he was wearing a cervical collar on his neck.

Fans and celebs got upset after seeing Guru's picture
Reacting to this news, Mrunal Thakur commented, 'What happened.' On the other hand, Ori wrote, 'Oh no. Get well soon my brother.' Singer Mika Singh also got upset and wrote, 'Get well soon.' His fans also wished the actor-singer a speedy recovery in the comments section. One fan wrote, 'Get well soon champ.' Another wrote, 'Sab theek hoga paaji.' A third user wrote, 'I can't see this post, love you paaji can't believe you are in this condition.'
Also Read:Ali Fazal, Richa Chadha's 'Girls Will Be Girls' becomes first Indian film to win John Cassavetes Award",Entertainment LatestNews,,
"
                                    Vivo X200 Ultra may offer a feature similar to iPhone 16",2025-02-23T18:08:04+05:30,"There has been a steady stream of news regarding the upcoming Vivo X200 Ultra smartphone from the renowned manufacturer Vivo. The device has already generated significant buzz ahead of its official launch, having appeared on multiple certification websites.
Details about the Vivo X200 Ultra have begun to surface, with notable insights shared by well-known tipster Digital Chat Station on Weibo. If the leaks hold true, this new Vivo smartphone is expected to feature an action button akin to that of the iPhone 16, which is designed to simplify various tasks for users.
The action button on the Vivo X200 Ultra is anticipated to be positioned on the bottom right side of the frame. It will enable users to perform multiple functions, including capturing photos. For context, Apple incorporates similar action buttons in its iPhone 15 Pro and iPhone 16 series, allowing quick access to functions like launching the camera app and activating Do Not Disturb mode.
On the performance front, the Vivo X200 Ultra is reported to come with a triple-camera setup. This includes two 50-megapixel sensors and a remarkable 200-megapixel periscope telephoto lens. Additionally, the device is expected to be powered by the robust MediaTek Dimensity 9400+ chipset.
Being a premium flagship offering, the Vivo X200 Ultra may feature storage options of up to 2TB and as much as 24GB of LPDDR5X RAM. Its display is likely to be a 6.8-inch 2K LTPO OLED, and the smartphone is set to boast IP65, IP68, and IP69 ratings for water and dust resistance. Additionally, it will support 90W fast charging complemented by a sizable 6000mAh battery.
In other news, boAt has launched its smart tag in the Indian market, aiming to compete with established products such as the Apple AirTag, Jio Air Tag, and Samsung Air Tag, all offered at a competitive price. The boAt TAG provides similar functionality to its competitors, enabling users to track misplaced items like wallets and keys.
ALSO READ:iPhone 16e in Pakistan may surprise you; Find out where it is being offered at most competitive price",Technology LatestNews,,
"
                                    BSNL's 3 new plans disrupt private telecom companies, attracting millions of users",2025-02-23T16:49:21+05:30,"Since private telecom companies have raised their recharge plan prices, BSNL has experienced a resurgence in popularity. Over the past six to seven months, this government-run company has been making headlines. Thanks to its affordable plans, BSNL has attracted millions of new subscribers. The telecom giant continues to roll out innovative plans that are putting pressure on competitors like Jio, Airtel, and Vi.
BSNL offers a variety of recharge plans suitable for its vast customer base, catering to both budget-conscious and premium users. Additionally, there are numerous options for long validity in its lineup. Today, we will highlight three of BSNL's long-term plans that are becoming significant challenges for private telecom companies.
One of BSNL's popular offerings is its 150-day plan, priced at Rs 397. This plan frees customers from the hassle of frequent recharges for five months. For the first 30 days, users enjoy free calling and daily 2GB of data, along with 100 free SMS every day.
Another attractive option is BSNL’s 160-day plan, which costs Rs 997. This plan allows customers to make unlimited calls to any network for the entire 160-day period. Additionally, users receive 2GB of data each day, making it an ideal choice for those seeking both free calling and data.
Lastly, BSNL offers a plan with a remarkable 180-day validity for Rs 897. This plan provides unlimited free calling across all networks for the entire duration. In addition, subscribers benefit from a total of 90GB of data and 100 free SMS daily, combining ample talk time and data for an extended period.
With these attractive offerings, BSNL is certainly giving private telecom companies a run for their money.
ALSO READ:iPhone 16e for Rs 60,000: Missing features you need to know before getting one for yourself",Technology LatestNews,,
"
                                    boAt's smart tag enters Indian market, aiming to compete with Apple, Samsung",2025-02-23T16:24:19+05:30,"boAt, a leading manufacturer of electronic gadgets, has introduced its smart tag to the Indian market. The boAt TAG is set to compete directly with established products like the Apple AirTag, Jio Air Tag, and Samsung Air Tag, all at an attractive price point. The functionality of boAt's smart tag mirrors that of its competitors, allowing users to locate misplaced items such as wallets and keys with ease. Let's dive into its features and pricing details.
For those interested in buying the boAt TAG, it will be available for Rs 1299. Please note that this is the introductory price and may increase in the future. The product is currently available in black and can be purchased through the official boAt website or the e-commerce platform Flipkart. Sales will commence on February 24, 2025.
The boAt TAG includes semi-real-time global location tracking, utilizing Google's Find My Device to help you keep tabs on your belongings. Equipped with Bluetooth Low Energy (BLE) technology, this innovative air tag features an 80-decibel alarm for added security.
If you're considering purchasing the boAt TAG, it's worth noting that it can effectively track items only within a 10-meter range. In terms of privacy, the company has integrated a smart feature that can detect the presence of other trackers nearby.
Additionally, customers who purchase the new smart air tag will receive an extra battery. The company claims that the battery is designed to last up to a year. The boAt TAG is compatible with all Android devices.
In other news, the government has issued a directive requiring all telecom operators nationwide to register individuals involved in the issuance of SIM cards to customers. Although this directive has been previously established, the compliance deadline has been extended to March 31, 2025.
ALSO READ:SIM card rules: New regulations prohibit sale by unregistered individuals",Technology LatestNews,,
"
                                    SIM card rules: New regulations prohibit sale by unregistered individuals",2025-02-23T15:19:56+05:30,"Cyber fraud has seen a significant rise in India recently, prompting the government to implement various measures to tackle this issue. In a recent move, the government instructed all telecom operators across the country to register anyone involved in issuing SIM cards to customers. Although this directive isn't new, the deadline for compliance has been extended to March 31, 2025.
This updated directive aims to tighten the rules surrounding SIM issuance to combat cyber fraud effectively. Additionally, the government plans to take action against individuals who have more than 9 SIM SIM cards registered in their name.
Under the new regulations, telecom companies must register their agents, franchisees, and SIM card distributors. This introduces an added layer of transparency and security in the SIM issuance process in India. So far, private telecom operators like Reliance Jio, Vodafone Idea, and Bharti Airtel have completed their registrations, while Bharat Sanchar Nigam Limited (BSNL) still has some catching up to do.
To assist BSNL, the government has granted an additional two months for them to register their SIM dealers. Starting April 1, 2025, only registered SIM card distributors will be authorized to provide SIMs to customers.
The government has introduced multiple layers of security for acquiring SIM cards in India. It's no longer just the customers who need to undergo KYC processes; the distributors must also be verified.
In other news, set-top box users throughout the country can now breathe easier. Switching service providers no longer means having to replace their entire set-top box. In the past, customers who moved from Tata Sky to Airtel, for instance, faced the hassle of changing their entire setup. Thankfully, that inconvenience has been eliminated. The Telecom Regulatory Authority of India (TRAI) hasproposed that consumersbe allowed to keep the same set-top box when changing service providers, while also encouraging the voluntary sharing of infrastructure among broadcasters.
ALSO READ:iPhone 16e for Rs 60,000: Missing features you need to know before getting one for yourself",Technology LatestNews,,
"
                                    iPhone 16e in Pakistan may surprise you; Find out where it is being offered at most competitive price",2025-02-23T17:32:43+05:30,"Apple has officially introduced the iPhone 16e on February 19 after much anticipation. Initially, it was thought that this smartphone would launch as the iPhone SE 4, but that did not happen. Instead, Apple has included this new device in the iPhone 16 series. Although it is the most affordable iPhone offered by the company, its price in Pakistan may come as a surprise.
In India, the iPhone 16e has been launched at a starting price of Rs 59,900. While it is considered a budget-friendly option, the pricing turned out to be slightly higher than expected. In Pakistan, to purchase the base model of this latest iPhone, you'll need to fork out over one and a half lakh rupees.
The tech giant has released the iPhone 16e in three storage variants: 128GB, 256GB, and 512GB, all with 8GB of RAM. In India, the price of the 128GB variant is set at Rs 59,900, while the 256GB variant costs Rs 69,900, and the 512GB variant comes in at Rs 89,900.
When it comes to the price of the iPhone 16e in Pakistan, things are a bit steeper. For the base variant, you'll have to spend about 1,67,000 Pakistani rupees. The 256GB version will set you back 1,95,000 Pakistani rupees, and if you opt for the top-tier 512GB model, prepare to pay around 2,51,000 Pakistani rupees. The significant price increase for iPhones in Pakistan can largely be attributed to the declining value of the Pakistani rupee against the dollar, making it considerably more expensive compared to prices in India.
Let’s take a look at the iPhone 16e's pricing in various countries. In the USA, the starting price is USD 599, which roughly translates to about Rs 52,063. Launched in Dubai, the base model retails for AED 2,599, or around Rs 61,476. In Canada, it is priced at CAD 899, approximately Rs 54,926. In Vietnam, the base variant sells for VND 16,999,000, around Rs 57,898. Lastly, in Hong Kong, the iPhone 16e is available for HKD 5,099, which is roughly Rs 56,970.
ALSO READ:BSNL's 3 new plans disrupt private telecom companies, attracting millions of users",Technology LatestNews,,
"
                                    Sindh Governor promises massive prize money for Pakistan if they beat India in Champions Trophy",2025-02-23T17:34:21+05:30,"Pakistan lock horns against India in their much-anticipated Champions Trophy 2025 clash. Both sides face off at the Dubai International Cricket Stadium on February 23. There is no doubt that India and Pakistan have a rich sporting history behind them.
Both teams are widely revered as one of each other's biggest rivals in world cricket, and over the years, the teams have engaged in several mouth-watering clashes across tournaments. With the teams facing off in the Champions Trophy 2025, the Governor of Sindh, Kamran Tessori, came forward and promised a huge sum of PKR 1 crore for the side if they managed to defeat the Indian team in the tournament.
“If Pakistan team wins, I promise to give them 1 crore from my side. it's not that we won't care about the players if they lose. They are our pride but the entire country is praying for a win and hope we will achieve it,” Tessori said according to ARY News.

Speaking of the game between India and Pakistan, the clash began with the Men in Green coming in to bat first after winning the toss. The side opened their innings withBabar AzamandImam-ul-Haqcoming out to bat. Aiming to post a big total on the board, the Indian team's excellent performance with the ball saw the Men in Green get under pressure right from the get-go. Babar Azam fell prey toHardik Pandya, with Imam-ul-Haq departing quickly thanks to Axar Patel’s direct hit run out.Read AlsoHardik Pandya gives cold send-off to Babar Azam after getting him in Champions Trophy clash | WATCHIND vs PAK: Babar Azam achieves huge personal milestone despite short lived innings against IndiaMohammad Rizwan shoulder bumps Harshit Rana during IND vs PAK Champions Trophy 2025 clash | WATCH
Hardik Pandya gives cold send-off to Babar Azam after getting him in Champions Trophy clash | WATCH
IND vs PAK: Babar Azam achieves huge personal milestone despite short lived innings against India
Mohammad Rizwan shoulder bumps Harshit Rana during IND vs PAK Champions Trophy 2025 clash | WATCH
Mohammad Rizwan and Saud Shakeel hoped to stabilise the innings and amassed 46 and 62 runs, respectively. The Men in Blue have done an excellent job in keeping Pakistan under pressure, and theRohit Sharma-led side will hope to limit the Men in Green to a subpar total in the first innings of the game.",Sports LatestNews,,
"
                                    IND vs PAK: Rohit Sharma achieves major ODI record, joins Sachin Tendulkar, Ganguly in elite list",2025-02-23T19:14:03+05:30,"India captainRohit Sharmaachieved a major record during the India vs Pakistan Champions Trophy 2025 clash at the Dubai International Cricket Stadium, Dubai on Sunday, February 23. Rohit has joined an elite list of Indians featuring onlySachin Tendulkarand Sourav Ganguly.
Rohit has become just the third Indian opener to have hit 9000 runs in ODI cricket. The India skipper was on 8999 runs coming into the clash against the Men in Green and got to his milestone as early as on the second ball of the 242-run chase against Pakistan. He clipped Shaheen Afridi towards backward square leg to get to 9000 runs.
More to follow...
",Sports LatestNews,,
"
                                    Virat Kohli creates history, breaks former Indian captain's record during IND vs PAK Champions Trophy clash",2025-02-23T18:13:32+05:30,"India veteran batterVirat Kohlicreated history in the India vs Pakistan Champions Trophy 2025 clash at the Dubai International Cricket Stadium on Sunday, February 23.
Kohli has shattered the record of former India captain Mohammad Azharuddin for taking the most catches by a fielder in ODI cricket. He was earlier tied with Azharuddin on 156 catches each. Kohli has gone past the former Indian skipper with his 157th catch in the clash against Pakistan.
Kohli achieved the feat when he took the catch of Naseem Shah offKuldeep Yadavin the 47th over of Pakistan's batting innings. Naseem chipped one towards long-on as Kohli charged in from the fence to take a good low-catch.
Most catches as fielder for India in ODIs:
Virat Kohli - 158*
Mohd Azharuddin - 156
Sachin Tendulkar- 140
Rahul Dravid - 124
Suresh Raina- 102
After taking his 157th catch, Kohli took another catch which saw Pakistan getting dismissed for 241. Khushdil Shah slogged a ball from Harshit Rana in the 50th over towards deep mid-wicket, where Kohli was present and held on to the chance easily.
The Men in Green have put up a middling total in Dubai. Saud Shakeel was the highest scorer for them, having made 62 from 76 balls. Mohammad Rizwan and Shakeel had put up a 104-run stand for the third wicket after both the openers departed inside the powerplay.
Pakistan earlier won the toss and had opted to bat first. ""Will bat first, looks like a good surface. Want to put up a good target. Every match is important in ICC events, we will keep things normal. The boys are familiar with these conditions, we have done well here and we want to do our best today. We lost our last game, but it is past for us now. One change - Fakhar is out, Imam is in,"" Rizwan said at the toss.
""Doesn't really matter, they won the toss so we'll bowl first. Looks similar to the last game, the surface is on the slower side. We have an experienced unit in batting so we know what we need to do if the pitches get slower. Need an overall performance from the team - with bat and ball. The last game wasn't an easy one for us, which is always nice. You want to be under pressure and test yourself. We are playing the same team,"" Rohit said at the toss.",Sports LatestNews,,
"
                                    IND vs PAK: Babar Azam achieves huge personal milestone despite short lived innings against India",2025-02-23T16:39:07+05:30,"The high-octane clash between India and Pakistan in the ongoing Champions Trophy 2025 saw both sides lock horns at the Dubai International Cricket Stadium on February 23. The game began with Pakistan coming in to bat first after winning the toss.
The Men in Green opened their innings withBabar AzamandImam-ul-Haqcoming out to bat. Both batters hoped to propel Pakistan to a good start to the clash. However, it was Babar Azam who captured the limelight with his performance.
The star batter scored 23 runs in 26 deliveries before he fell prey toHardik Pandya. However, despite his short-lived innings, Babar Azam managed to achieve a huge personal milestone. Through his 23-run knock, Babar completed 1000 runs in ICC ODI events, which include the Champions Trophy and the ODI World Cup. It is worth noting that the 30-year-old achieved the feat in his 24th innings in ICC ODI events and has now amassed 1014 runs to his name in the tournaments.
Achieving his personal milestone, Babar's knock failed to help Pakistan. The star batter departed for just 23 runs, which provided the Indian team with just the start that they needed. Furthermore, Pakistan went on to lose their second wicket shortly after Babar's dismissal as well. Axar Patel’s excellence in the field and a direct run-out saw Imam-ul-Haq walk back to the pavilion as well.Read AlsoIND vs PAK: Axar Patel's excellent fielding catches Imam-ul-Haq short in Dubai | WatchMohammed Shami equals unwanted record after bowling 11-ball over vs Pakistan in Champions TrophyHardik Pandya gives cold send-off to Babar Azam after getting him in Champions Trophy clash | WATCH
IND vs PAK: Axar Patel's excellent fielding catches Imam-ul-Haq short in Dubai | Watch
Mohammed Shami equals unwanted record after bowling 11-ball over vs Pakistan in Champions Trophy
Hardik Pandya gives cold send-off to Babar Azam after getting him in Champions Trophy clash | WATCH
After two early wickets, the Men in Blue will hope to limit their arch-rivals to a subpar total in the first innings, which would make for a comfortable run chase for theRohit Sharma-led side. It is interesting to note Pakistan kicked off their Champions Trophy campaign with a loss against New Zealand. If the side goes on to lose their clash against India, it would be almost impossible for the Men in Green to qualify for the knockout stages of the competition.",Sports LatestNews,,
"
                                    Mohammad Rizwan shoulder bumps Harshit Rana during IND vs PAK Champions Trophy 2025 clash | WATCH",2025-02-23T16:55:18+05:30,"The India vs Pakistan clash is one of the most-anticipated matches in any cricket tournament in the world. The two arch-rivals met each other in the Champions Trophy 2025 at the Dubai International Cricket Stadium on Sunday, February 23.
Pakistan captain Mohammad Rizwan won the toss and opted to bat first. The Men in Green were off to a fine start withBabar AzamandImam-ul-Haqputting a 43-run stand for the opening wicket before both of them departed in quick succession.
Babar Azam was sent back to the hut byHardik Pandya, nicking one behind and getting caught byKL Rahul. Imam was run out in the very next over and the Men in Green were suddenly in a hole.
Captain Rizwan and Saud Shakeel put in the hard yards to rebuild things for the team. In a not-a-friendly incident, Rizwan and Harshit collided with each other.
The incident occurred in the 21st over, when Harshit was into the second over of his second spell. Rizwan pulled the Indian speedster to deep square leg, and as he was running, the two had a shoulder barge in the middle of the crease. Harshit did not look happy about the incident and raised his arms, wondering what the Pakistan skipper was doing.
Watch the incident here:

Rizwan had won the toss and had opted to bat first. The Men in Green made one change to the Playing XI which lost its opening clash of the tournament against New Zealand with Ima coming in for the injuredFakhar Zaman.
India went with the same combination that made them victorious in their opener against Bangladesh a few days ago.
""Will bat first, looks like a good surface. Want to put up a good target. Every match is important in ICC events, we will keep things normal. The boys are familiar with these conditions, we have done well here and we want to do our best today. We lost our last game, but it is past for us now. One change - Fakhar is out, Imam is in,"" Rizwan said at the toss.
""Doesn't really matter, they won the toss so we'll bowl first. Looks similar to the last game, the surface is on the slower side. We have an experienced unit in batting so we know what we need to do if the pitches get slower. Need an overall performance from the team - with bat and ball. The last game wasn't an easy one for us, which is always nice. You want to be under pressure and test yourself. We are playing the same team,"" Rohit said at the toss.",Sports LatestNews,,
"
                                    Do you use scented wax melts? Study says it can release toxic particles in indoor air",2025-02-23T12:56:16+05:30,"A new research found that aroma compounds released from the scented wax melts can react with ozone in indoor air to form potentially toxic particles. This challenges the belief that scented wax melts are safer than combustion-based candles. The study was published in the ACS’ Environmental Science & Technology Letters.
There have been previous researches that have shown that scented wax melts emit more airborne scent compounds than traditional candles. According to the new study, the direct heating of the wax maximises its surface area which releases more fragrance such as volatile organic compounds (VOCs) made of hydrocarbons – into the air.
Researchers know that these chemicals can react with other compounds in the air to form nanometer-wide particles which have been linked to negative health effects when inhaled. However, the potential for nanoparticle formation during wax-melt use was unknown.
So, Nusrat Jung, Brandon Boor and colleagues from Purdue University in the US set out to investigate this process using wax melts in a full-scale house model that mimicked a typical residential house. The researchers conducted experiments on 15 commercially available wax melts, both unscented and scented ( lemon, papaya, tangerine and peppermint), in the model house.
They first established a baseline of indoor air pollutants and then switched on the wax warmer for about 2 hours. During and after this period, the researchers continuously sampled the air a few yards (meters) away from the wax melts and found airborne nanoparticles, between 1 and 100 nanometers wide at levels that were comparable to previously reported levels for traditional, combustion-based candles.
The researchers said, ""These particles could pose an inhalation risk because they are small enough to pass through respiratory tissues and enter the bloodstream.""
The team also calculated that a person could inhale similar amounts of nanoparticles from wax melts as from traditional candles and gas stoves.
In the experiments, the main VOCs emitted from the wax melts were terpenes, such as monoterpenes and monoterpenoids. The researchers identified that the airborne terpenes reacted with ozone and formed sticky compounds, which aggregated into nanoscale particles.
However, after warming an unscented wax melt, the team observed no terpene emissions or nanoparticle formation, which suggests that these aroma compounds contribute to nanoparticle formation.
(IANS inputs)
ALSO READ:Strawberry season is ending! Easy recipes to enjoy the fruit all year long",Lifestyle LatestNews,,
"
                                    Strawberry season is ending! Easy recipes to enjoy the fruit all year long",2025-02-22T18:02:17+05:30,"Strawberry is a fruit that is loved by a lot of people. They have an amazing taste and are also very nutritious. These berries are a good source of Vitamin C and manganese, folate and potassium. Along with these, strawberries also have antioxidants and plant compounds which are good for your heart. However, you can get these benefits only during a certain time of the year because this fruit is available seasonally from November to March.
If you're someone who loves strawberries and wants to enjoy them all year long, you can make certain foods using the fruit and store them. Doing so will give you a chance to enjoy the fruit all year long. Here are some easy recipes that will give you the chance to enjoy strawberries all year long.
Making your own strawberry jam is a classic way to preserve the fruit for months. It’s a simple process that requires only a few ingredient; strawberries, sugar and pectin (optional). Once jarred, the jam can be stored in your pantry and used throughout the year.
You can prepare smoothie packs with fresh strawberries and other fruits (bananas, blueberries, spinach) and freeze them in individual servings. Whenever you crave a smoothie, just blend a pack with some milk, juice or yoghurt.
Strawberry syrup is super easy to make with fresh or frozen strawberries, sugar and a little lemon juice. You can store it in the fridge for weeks. Pour it over pancakes, waffles or ice cream.
Strawberry sorbet is a refreshing frozen dessert that you can make with just strawberries, sugar and water. It's a fantastic way to enjoy strawberries even when they're out of season, using frozen fruit. Serve it as a light dessert or as a palate cleanser between courses at a dinner party.
For a refreshing and healthy way to enjoy strawberries, simply infuse water with fresh or frozen strawberry slices. This gives your water a subtle fruity flavour and a pretty pink tint. Drink it throughout the day for a hydrating, flavoured beverage or use it as a base for mocktails or cocktails.
ALSO READ:Fruit skewers to avocado toast bites; here are some easy and healthy snacks for weekend parties",Lifestyle LatestNews,,
"
                                    Ramadan 2025: Try these easy and healthy salad recipes for Iftar",2025-02-22T20:21:30+05:30,"Ramadan is the most auspicious month of the year and falls in the ninth month of the Islamic Lunar calendar. Also known as Ramzan or Ramazan, people observe fasts from dawn to dusk for a month without even drinking water. This is known as Roza and is done to show devotion to the Lord and attain his blessings.
The meal before daybreak is known as Suhoor and the meal after sunset is known as Iftar. During Suhoor, people eat foods that are light and filing. On the other hand, during Iftar, people eat foods that are more elaborate and festive. However, if you want to eat something healthy and that is easy to make, you can opt for salads.
Here are some easy and healthy salad recipes that you can try for Iftar during the holy month of Ramadan.
Ingredients
- 1 can chickpeas (rinsed and drained)- 1 cucumber (diced)- 1 bell pepper (diced)- 1/4 red onion (finely chopped)- Fresh parsley (chopped)- Olive oil (1 tbsp)- Lemon juice (1 tbsp)- Salt and pepper to taste
In a large bowl, combine chickpeas, cucumber, bell pepper and red onion. Drizzle with olive oil and lemon juice. Toss to combine and season with salt and pepper.
Ingredients- 2 cups shredded cabbage- 1 cup grated carrots- 1/4 cup Greek yogurt- 1 tbsp apple cider vinegar- 1 tsp mustard- 1/2 tsp honey (optional)- Salt and pepper to taste
In a bowl, mix together the shredded cabbage and grated carrots. In a small bowl, whisk together Greek yoghurt, apple cider vinegar, mustard, honey, salt and pepper. Pour the dressing over the cabbage and carrots and toss to coat. Chill in the fridge for 10 minutes before serving.
Ingredients- 2 ripe avocados (sliced)- 1 cup cherry tomatoes (halved)- 1/4 red onion (thinly sliced)- Fresh basil leaves- Olive oil (1 tbsp)- Balsamic vinegar (1 tbsp)- Salt and pepper to taste
Arrange the avocado slices, cherry tomatoes and red onion on a plate. Drizzle with olive oil and balsamic vinegar. Season with salt and pepper. Garnish with basil leaves and serve.
Ingredients- 1 cup cooked quinoa (cooled)- 1 can black beans (rinsed and drained)- 1/2 cup corn kernels (fresh or frozen)- 1 red bell pepper (diced)- Fresh cilantro (chopped)- Lime juice (1 tbsp)- Olive oil (1 tbsp)- Salt and pepper to taste
In a large bowl, combine cooked quinoa, black beans, corn and red bell pepper. Drizzle with olive oil and lime juice. Toss to combine and season with salt and pepper. Garnish with fresh cilantro and serve.
Ingredients- 2 cups cucumber (diced)- 1 cup cherry tomatoes (halved)- 1/2 red onion (thinly sliced)- 1/2 cup Kalamata olives- 1/4 cup feta cheese (crumbled)- 2 tbsp olive oil- 1 tbsp red wine vinegar- 1 tsp dried oregano- Salt and pepper to taste
In a large bowl, combine cucumber, cherry tomatoes, red onion, olives, and feta. Drizzle with olive oil and red wine vinegar. Sprinkle with dried oregano, salt, and pepper. Toss gently and serve.
ALSO READ:Ramadan 2025 date: When will the crescent moon be sighted in UAE? Check here fasting date in Abu Dhabi, Dubai",Lifestyle LatestNews,,
"
                                    Maha Shivratri 2025: Traditional foods you can enjoy during Mahashivratri fast",2025-02-23T12:14:34+05:30,"Maha Shivratri, also known as the 'Great Night of Shiva' will be celebrated on February 26. The festival is dedicated to Lord Shiva and is celebrated on the Chaturdashi Tithi during Krishna Paksha in the month of Magh, according to the South Indian calendar and Phalgun, according to the North Indian calendar.
People fast on the day of Maha Shivratri and worship the lord to attain his blessings. When you're fasting for Maha Shivratri, you can eat certain foods as it helps to maintain your energy levels. While a lot of people choose to eat healthy foods, you can also opt for traditional fasting foods. Here are some traditional foods you can eat during Maha Shivratri fast.
Sabudana (tapioca pearls) is a popular fasting ingredient due to its light, easy-to-digest nature which also provides quick energy. Sabudana khichdi is made by soaking tapioca pearls and then sautéing them with ghee, cumin, potatoes and peanuts. This dish is both filling and comforting, making it a go-to for those fasting on Maha Shivratri.
Kuttu flour, made from buckwheat is a staple during fasting as it is considered a gluten-free grain alternative. Kuttu ki puris are deep-fried flatbreads made from this flour and they are often paired with a simple potato curry. This dish is hearty, rich in fibre and is a savoury option.
This is a refreshing and nutritious dish that is made with fresh fruits like apples, bananas, pomegranates and papayas which are then tossed with rock salt, black pepper and a squeeze of lemon. It’s a great option to break the monotony of heavier fasting foods.
Lassi is a popular drink made with yoghurt which is then flavoured with spices like cumin or cardamom or sweetened with honey or sugar. It provides a cooling effect and is an excellent source of probiotics which aids in digestion. A glass of refreshing lassi can be a great way to stay hydrated and nourished.
Potatoes are a fasting-friendly food which gives you a good amount of carbohydrates and energy. You can prepare various potato-based dishes, such as aloo sabzi or boiled potatoes seasoned with rock salt and black pepper. Potatoes are easy to digest and versatile for preparing different types of fasting-friendly meals.
ALSO READ:Maha Shivratri 2025: Check here the difference between Shivratri and Maha Shivratri",Lifestyle LatestNews,,
"
                                    Springs fashion: Here's how you can wear pastels without looking too sweet",2025-02-23T16:26:59+05:30,"Spring is here! It is time to move out your winter clothes and add colour to your wardrobe. You can pack away your blacks, greys and tans and swap them with bright colours. However, if you don't like bright colours, you can always wear pastels. There's a shade of pastel for everyone and it's time you find yours if you haven't already.
A lot of people think that wearing pastels will make others perceive them differently. They might appear to be too soft or sweet but that is not the case. It is important that you style it well and it will give the perfect spring vibe while also being bold. Here are different ways you can wear pastels without looking sweet.
Pastels can sometimes feel delicate or overly ""soft,"" but pairing them with bolder or darker tones can add contrast and give the outfit more edge. For example, a pastel pink blouse with black leather pants or a mint green dress with a dark navy jacket can balance the look.
Combine pastels with edgier textures and materials such as leather, denim or silk. A pastel shirt paired with a leather mini skirt or a pastel blouse tucked into distressed jeans creates a more balanced and stylish outfit with a twist.
Too many frilly or delicate accessories can make a pastel outfit overly sweet. Instead, opt for sleek and minimal accessories in neutral or metallic tones. A pair of gold or silver hoop earrings, a simple black bag or even a bold watch will allow the pastel colour to stand out.
Wearing pastels in a monochrome or colour-blocked fashion can give the colours more power. For example, wearing an all-pastel ensemble like a pastel yellow top with pastel yellow trousers, looks sleek and intentional. Alternatively, you can use colour-blocking with pastels and other bold colours.
Pastels don’t have to be limited to solid colours. Incorporating prints and patterns like stripes, checks or even abstract designs can add an edge to your look. For example, a pastel floral blouse with bold geometric patterns or pastel stripes combined with a neutral-coloured blazer will make the pastels feel more contemporary.
ALSO READ:Aadar Jain wedding: Kareena Kapoor, Alia Bhatt, Karisma Kapoor stun in sarees, check their looks here",Lifestyle LatestNews,,
"
                                    UGC NET result 2024 December results, cut off released on ugcnet.nta.ac.in",2025-02-23T17:29:54+05:30,"University Grants Commission National Entrance Test (UGC NET) result 2024 for December session exam is released. The National Testing Agency (NTA) has released the scorecard link and cut off on the official website- ugcnta.nta.ac.in. The candidates who had appeared for the exam can download the UGC NET the same along with the final answer key from ugcnet.nta.ac.in.
The UGC NET December 2024 was conducted between January 3 to January 27 over nine days in 16 shifts at 558 exam centres in 266 cities for 8,49,166 candidates. The mode of examination was Computer Based Test (CBT) format.
Candidates must note that there will be no re-evaluation or re-checking of the UGC NET result. The UGC NET December 2024 result is prepared based on the final answer key. If a question is found to be incorrect or unclear or has multiple correct answers, only those candidates who have attempted the question and chosen one of the correct answers would be given the marks. As per the NTA's policy, for incorrect or dropped questions, if any, two marks (+2) will be awarded to only those candidates who have attempted the question.
Of the 8,49,166 candidates registering for the exam, as many as 6,49,490 candidates appeared. While only 5,158 candidates qualified for Junior Research Fellowship (JRF) and Assistant Professorship, as many as 48,161 candidates qualified for Assistant Professorship, and admissions to PhD and 1,14,445 candidates qualified for PhD only.
As per the result, a total of 6,49,490 candidates appeared for the UGC NET December Exam, out of which 5,158 candidates obtained the qualifying marks for JRF, and Assistant Professorship.
Meanwhile, as many as 48,161 candidates obtained the qualifying marks for Assistant Professor and Ph.D. Admission while a total of 1,14,445 candidates have qualified for Ph.D.
",Education LatestNews,,
